Sexo,Municipios,Periodo,Total
Total,12008 Algimia de Almonacid,2022,247
Total,12008 Algimia de Almonacid,2021,240
Total,12008 Algimia de Almonacid,2020,262
Total,12008 Algimia de Almonacid,2019,263
Total,12008 Algimia de Almonacid,2018,259
Total,12008 Algimia de Almonacid,2017,268
Total,12008 Algimia de Almonacid,2016,265
Total,12009 Almassora,2025,"29,159"
Total,12009 Almassora,2024,"28,497"
Total,12009 Almassora,2023,"27,989"
Total,12009 Almassora,2022,"27,383"
Total,12009 Almassora,2021,"26,878"
Total,12009 Almassora,2020,"26,742"
Total,12009 Almassora,2019,"26,270"
Total,12009 Almassora,2018,"25,831"
Total,12009 Almassora,2017,"25,648"
Total,12009 Almassora,2016,"25,632"
Total,12010 Almedíjar,2025,288
Total,12010 Almedíjar,2024,288
Total,12010 Almedíjar,2023,280
Total,12010 Almedíjar,2022,269
Total,12010 Almedíjar,2021,254
Total,12010 Almedíjar,2020,244
Total,12010 Almedíjar,2019,254
Total,12010 Almedíjar,2018,256
Total,12010 Almedíjar,2017,270
Total,12010 Almedíjar,2016,281
Total,12011 Almenara,2025,"6,813"
Total,12011 Almenara,2024,"6,710"
Total,12011 Almenara,2023,"6,591"
Total,12011 Almenara,2022,"6,388"
Total,12011 Almenara,2021,"6,254"
Total,12011 Almenara,2020,"6,090"
Total,12011 Almenara,2019,"5,998"
Total,12011 Almenara,2018,"5,900"
Total,12011 Almenara,2017,"5,920"
Total,12011 Almenara,2016,"5,949"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2025,"4,605"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2024,"4,563"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2023,"4,539"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2022,"4,511"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2021,"4,539"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2020,"4,464"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2019,"4,449"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2018,"4,460"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2017,"4,466"
Total,"12901 Alqueries, les/Alquerías del Niño Perdido",2016,"4,528"
Total,12012 Altura,2025,"3,849"
Total,12012 Altura,2024,"3,790"
Total,12012 Altura,2023,"3,695"
Total,12012 Altura,2022,"3,667"
Total,12012 Altura,2021,"3,658"
Total,12012 Altura,2020,"3,601"
Total,12012 Altura,2019,"3,528"
Total,12012 Altura,2018,"3,509"
Total,12012 Altura,2017,"3,559"
Total,12012 Altura,2016,"3,621"
Total,12013 Arañuel,2025,148
Total,12013 Arañuel,2024,159
Total,12013 Arañuel,2023,165
Total,12013 Arañuel,2022,162
Total,12013 Arañuel,2021,152
Total,12013 Arañuel,2020,151
Total,12013 Arañuel,2019,150
Total,12013 Arañuel,2018,146
Total,12013 Arañuel,2017,151
Total,12013 Arañuel,2016,160
Total,12014 Ares del Maestrat,2025,181
Total,12014 Ares del Maestrat,2024,177
Total,12014 Ares del Maestrat,2023,174
Total,12014 Ares del Maestrat,2022,173
Total,12014 Ares del Maestrat,2021,175
Total,12014 Ares del Maestrat,2020,184
Total,12014 Ares del Maestrat,2019,186
Total,12014 Ares del Maestrat,2018,190
Total,12014 Ares del Maestrat,2017,197
Total,12014 Ares del Maestrat,2016,202
Total,12015 Argelita,2025,139
Total,12015 Argelita,2024,146
Total,12015 Argelita,2023,156
Total,12015 Argelita,2022,153
Total,12015 Argelita,2021,147
Total,12015 Argelita,2020,126
Total,12015 Argelita,2019,118
Total,12015 Argelita,2018,113
Total,12015 Argelita,2017,94
Total,12015 Argelita,2016,97
Total,12016 Artana,2025,"1,993"
Total,12016 Artana,2024,"1,971"
Total,12016 Artana,2023,"1,980"
Total,12016 Artana,2022,"1,979"
Total,12016 Artana,2021,"1,970"
Total,12016 Artana,2020,"1,955"
Total,12016 Artana,2019,"1,947"
Total,12016 Artana,2018,"1,958"
Total,12016 Artana,2017,"1,979"
Total,12016 Artana,2016,"1,979"
Total,12001 Atzeneta del Maestrat,2025,"1,284"
Total,12001 Atzeneta del Maestrat,2024,"1,309"
Total,12001 Atzeneta del Maestrat,2023,"1,319"
Total,12001 Atzeneta del Maestrat,2022,"1,287"
Total,12001 Atzeneta del Maestrat,2021,"1,292"
Total,12001 Atzeneta del Maestrat,2020,"1,304"
Total,12001 Atzeneta del Maestrat,2019,"1,276"
Total,12001 Atzeneta del Maestrat,2018,"1,271"
Total,12001 Atzeneta del Maestrat,2017,"1,290"
Total,12001 Atzeneta del Maestrat,2016,"1,286"
Total,12017 Ayódar,2025,176
Total,12017 Ayódar,2024,182
Total,12017 Ayódar,2023,178
Total,12017 Ayódar,2022,156
Total,12017 Ayódar,2021,158
Total,12017 Ayódar,2020,153
Total,12017 Ayódar,2019,159
Total,12017 Ayódar,2018,164
Total,12017 Ayódar,2017,165
Total,12017 Ayódar,2016,172
Total,12018 Azuébar,2025,359
Total,12018 Azuébar,2024,352
Total,12018 Azuébar,2023,336
Total,12018 Azuébar,2022,318
Total,12018 Azuébar,2021,319
Total,12018 Azuébar,2020,310
Total,12018 Azuébar,2019,315
Total,12018 Azuébar,2018,324
Total,12018 Azuébar,2017,324
Total,12018 Azuébar,2016,322
Total,12020 Barracas,2025,188
Total,12020 Barracas,2024,195
Total,12020 Barracas,2023,198
Total,12020 Barracas,2022,185
Total,12020 Barracas,2021,185
Total,12020 Barracas,2020,168
Total,12020 Barracas,2019,162
Total,12020 Barracas,2018,169
Total,12020 Barracas,2017,165
Total,12020 Barracas,2016,179
Total,12022 Bejís,2025,400
Total,12022 Bejís,2024,400
Total,12022 Bejís,2023,409
Total,12022 Bejís,2022,393
Total,12022 Bejís,2021,390
Total,12022 Bejís,2020,371
Total,12022 Bejís,2019,380
Total,12022 Bejís,2018,373
Total,12022 Bejís,2017,378
Total,12022 Bejís,2016,404
Total,12024 Benafer,2025,168
Total,12024 Benafer,2024,170
Total,12024 Benafer,2023,164
Total,12024 Benafer,2022,171
Total,12024 Benafer,2021,173
Total,12024 Benafer,2020,164
Total,12024 Benafer,2019,152
Total,12024 Benafer,2018,156
Total,12024 Benafer,2017,159
Total,12024 Benafer,2016,164
Total,12025 Benafigos,2025,121
Total,12025 Benafigos,2024,126
Total,12025 Benafigos,2023,135
Total,12025 Benafigos,2022,136
Total,12025 Benafigos,2021,145
Total,12025 Benafigos,2020,138
Total,12025 Benafigos,2019,142
Total,12025 Benafigos,2018,149
Total,12025 Benafigos,2017,148
Total,12025 Benafigos,2016,160
Total,12026 Benassal,2025,"1,048"
Total,12026 Benassal,2024,"1,052"
Total,12026 Benassal,2023,"1,026"
Total,12026 Benassal,2022,"1,040"
Total,12026 Benassal,2021,"1,055"
Total,12026 Benassal,2020,"1,063"
Total,12026 Benassal,2019,"1,068"
Total,12026 Benassal,2018,"1,084"
Total,12026 Benassal,2017,"1,106"
Total,12026 Benassal,2016,"1,130"
Total,12027 Benicarló,2025,"30,296"
Total,12027 Benicarló,2024,"29,607"
Total,12027 Benicarló,2023,"28,681"
Total,12027 Benicarló,2022,"27,780"
Total,12027 Benicarló,2021,"27,658"
Total,12027 Benicarló,2020,"27,363"
Total,12027 Benicarló,2019,"26,912"
Total,12027 Benicarló,2018,"26,744"
Total,12027 Benicarló,2017,"26,429"
Total,12027 Benicarló,2016,"26,486"
Total,12028 Benicàssim/Benicasim,2025,"20,539"
Total,12028 Benicàssim/Benicasim,2024,"20,322"
Total,12028 Benicàssim/Benicasim,2023,"19,951"
Total,12028 Benicàssim/Benicasim,2022,"19,507"
Total,12028 Benicàssim/Benicasim,2021,"18,991"
Total,12028 Benicàssim/Benicasim,2020,"18,364"
Total,12028 Benicàssim/Benicasim,2019,"18,192"
Total,12028 Benicàssim/Benicasim,2018,"18,055"
Total,12028 Benicàssim/Benicasim,2017,"17,964"
Total,12028 Benicàssim/Benicasim,2016,"17,957"
Total,12029 Benlloc,2025,"1,143"
Total,12029 Benlloc,2024,"1,115"
Total,12029 Benlloc,2023,"1,108"
Total,12029 Benlloc,2022,"1,092"
Total,12029 Benlloc,2021,"1,075"
Total,12029 Benlloc,2020,"1,048"
Total,12029 Benlloc,2019,"1,033"
Total,12029 Benlloc,2018,"1,036"
Total,12029 Benlloc,2017,"1,060"
Total,12029 Benlloc,2016,"1,095"
Total,12021 Betxí,2025,"5,659"
Total,12021 Betxí,2024,"5,592"
Total,12021 Betxí,2023,"5,580"
Total,12021 Betxí,2022,"5,587"
Total,12021 Betxí,2021,"5,605"
Total,12021 Betxí,2020,"5,618"
Total,12021 Betxí,2019,"5,645"
Total,12021 Betxí,2018,"5,709"
Total,12021 Betxí,2017,"5,750"
Total,12021 Betxí,2016,"5,780"
Total,12032 Borriana/Burriana,2025,"37,915"
Total,12032 Borriana/Burriana,2024,"36,927"
Total,12032 Borriana/Burriana,2023,"35,750"
Total,12032 Borriana/Burriana,2022,"35,019"
Total,12032 Borriana/Burriana,2021,"34,903"
Total,12032 Borriana/Burriana,2020,"35,052"
Total,12032 Borriana/Burriana,2019,"34,683"
Total,12032 Borriana/Burriana,2018,"34,544"
Total,12032 Borriana/Burriana,2017,"34,464"
Total,12032 Borriana/Burriana,2016,"34,643"
Total,12031 Borriol,2025,"6,018"
Total,12031 Borriol,2024,"5,945"
Total,12031 Borriol,2023,"5,865"
Total,12031 Borriol,2022,"5,749"
Total,12031 Borriol,2021,"5,552"
Total,12031 Borriol,2020,"5,397"
Total,12031 Borriol,2019,"5,360"
Total,12031 Borriol,2018,"5,322"
Total,12031 Borriol,2017,"5,279"
Total,12031 Borriol,2016,"5,187"
Total,12033 Cabanes,2025,"3,475"
Total,12033 Cabanes,2024,"3,313"
Total,12033 Cabanes,2023,"3,222"
Total,12033 Cabanes,2022,"3,079"
Total,12033 Cabanes,2021,"3,027"
Total,12033 Cabanes,2020,"2,978"
Total,12033 Cabanes,2019,"2,958"
Total,12033 Cabanes,2018,"2,889"
Total,12033 Cabanes,2017,"2,913"
Total,12033 Cabanes,2016,"2,966"
Total,12034 Càlig,2025,"2,042"
Total,12034 Càlig,2024,"2,048"
Total,12034 Càlig,2023,"2,013"
Total,12034 Càlig,2022,"1,990"
Total,12034 Càlig,2021,"2,002"
Total,12034 Càlig,2020,"1,961"
Total,12034 Càlig,2019,"1,950"
Total,12034 Càlig,2018,"1,945"
Total,12034 Càlig,2017,"1,959"
Total,12034 Càlig,2016,"2,020"
Total,12036 Canet lo Roig,2025,715
Total,12036 Canet lo Roig,2024,699
Total,12036 Canet lo Roig,2023,685
Total,12036 Canet lo Roig,2022,680
Total,12036 Canet lo Roig,2021,687
Total,12036 Canet lo Roig,2020,676
Total,12036 Canet lo Roig,2019,674
Total,12036 Canet lo Roig,2018,696
Total,12036 Canet lo Roig,2017,706
Total,12036 Canet lo Roig,2016,724
Total,12037 Castell de Cabres,2025,21
Total,12037 Castell de Cabres,2024,22
Total,12037 Castell de Cabres,2023,19
Total,12037 Castell de Cabres,2022,20
Total,12037 Castell de Cabres,2021,22
Total,12037 Castell de Cabres,2020,22
Total,12037 Castell de Cabres,2019,17
Total,12037 Castell de Cabres,2018,19
Total,12037 Castell de Cabres,2017,17
Total,12037 Castell de Cabres,2016,17
Total,12038 Castellfort,2025,178
Total,12038 Castellfort,2024,190
Total,12038 Castellfort,2023,188
Total,12038 Castellfort,2022,188
Total,12038 Castellfort,2021,179
Total,12038 Castellfort,2020,179
Total,12038 Castellfort,2019,183
Total,12038 Castellfort,2018,192
Total,12038 Castellfort,2017,198
Total,12038 Castellfort,2016,205
Total,12039 Castellnovo,2025,912
Total,12039 Castellnovo,2024,884
Total,12039 Castellnovo,2023,888
Total,12039 Castellnovo,2022,893
Total,12039 Castellnovo,2021,914
Total,12039 Castellnovo,2020,918
Total,12039 Castellnovo,2019,917
Total,12039 Castellnovo,2018,946
Total,12039 Castellnovo,2017,966
Total,12039 Castellnovo,2016,981
Total,12040 Castelló de la Plana/Castellón de la Plana,2025,"183,711"
Total,12040 Castelló de la Plana/Castellón de la Plana,2024,"180,379"
Total,12040 Castelló de la Plana/Castellón de la Plana,2023,"176,238"
Total,12040 Castelló de la Plana/Castellón de la Plana,2022,"171,857"
Total,12040 Castelló de la Plana/Castellón de la Plana,2021,"172,589"
Total,12040 Castelló de la Plana/Castellón de la Plana,2020,"174,264"
Total,12040 Castelló de la Plana/Castellón de la Plana,2019,"171,728"
Total,12040 Castelló de la Plana/Castellón de la Plana,2018,"170,888"
Total,12040 Castelló de la Plana/Castellón de la Plana,2017,"169,498"
Total,12040 Castelló de la Plana/Castellón de la Plana,2016,"170,990"
Total,12 Castellón/Castelló,2025,"627,173"
Total,12 Castellón/Castelló,2024,"615,849"
Total,12 Castellón/Castelló,2023,"603,952"
Total,12 Castellón/Castelló,2022,"590,616"
Total,12 Castellón/Castelló,2021,"587,064"
Total,12 Castellón/Castelló,2020,"585,590"
Total,12 Castellón/Castelló,2019,"579,962"
Total,12 Castellón/Castelló,2018,"576,898"
Total,12 Castellón/Castelló,2017,"575,470"
Total,12 Castellón/Castelló,2016,"579,245"
Total,12041 Castillo de Villamalefa,2025,110
Total,12041 Castillo de Villamalefa,2024,113
Total,12041 Castillo de Villamalefa,2023,109
Total,12041 Castillo de Villamalefa,2022,112
Total,12041 Castillo de Villamalefa,2021,103
Total,12041 Castillo de Villamalefa,2020,101
Total,12041 Castillo de Villamalefa,2019,107
Total,12041 Castillo de Villamalefa,2018,101
Total,12041 Castillo de Villamalefa,2017,103
Total,12041 Castillo de Villamalefa,2016,103
Total,12042 Catí,2025,719
Total,12042 Catí,2024,760
Total,12042 Catí,2023,724
Total,12042 Catí,2022,711
Total,12042 Catí,2021,714
Total,12042 Catí,2020,714
Total,12042 Catí,2019,721
Total,12042 Catí,2018,742
Total,12042 Catí,2017,757
Total,12042 Catí,2016,779
Total,12043 Caudiel,2025,735
Total,12043 Caudiel,2024,722
Total,12043 Caudiel,2023,716
Total,12043 Caudiel,2022,674
Total,12043 Caudiel,2021,663
Total,12043 Caudiel,2020,659
Total,12043 Caudiel,2019,664
Total,12043 Caudiel,2018,647
Total,12043 Caudiel,2017,653
Total,12043 Caudiel,2016,673
Total,12044 Cervera del Maestre,2025,617
Total,12044 Cervera del Maestre,2024,643
Total,12044 Cervera del Maestre,2023,656
Total,12044 Cervera del Maestre,2022,593
Total,12044 Cervera del Maestre,2021,577
Total,12044 Cervera del Maestre,2020,557
Total,12044 Cervera del Maestre,2019,575
Total,12044 Cervera del Maestre,2018,599
Total,12044 Cervera del Maestre,2017,620
Total,12044 Cervera del Maestre,2016,642
Total,12053 Chilches/Xilxes,2025,"3,199"
Total,12053 Chilches/Xilxes,2024,"3,094"
Total,12053 Chilches/Xilxes,2023,"2,981"
Total,12053 Chilches/Xilxes,2022,"2,846"
Total,12053 Chilches/Xilxes,2021,"2,795"
Total,12053 Chilches/Xilxes,2020,"2,714"
Total,12053 Chilches/Xilxes,2019,"2,679"
Total,12053 Chilches/Xilxes,2018,"2,670"
Total,12053 Chilches/Xilxes,2017,"2,658"
Total,12053 Chilches/Xilxes,2016,"2,677"
Total,12056 Chóvar,2025,316
Total,12056 Chóvar,2024,312
Total,12056 Chóvar,2023,310
Total,12056 Chóvar,2022,304
Total,12056 Chóvar,2021,302
Total,12056 Chóvar,2020,288
Total,12056 Chóvar,2019,288
Total,12056 Chóvar,2018,297
Total,12056 Chóvar,2017,303
Total,12056 Chóvar,2016,327
Total,12045 Cinctorres,2025,433
Total,12045 Cinctorres,2024,442
Total,12045 Cinctorres,2023,427
Total,12045 Cinctorres,2022,412
Total,12045 Cinctorres,2021,404
Total,12045 Cinctorres,2020,400
Total,12045 Cinctorres,2019,391
Total,12045 Cinctorres,2018,399
Total,12045 Cinctorres,2017,411
Total,12045 Cinctorres,2016,418
Total,12046 Cirat,2025,220
Total,12046 Cirat,2024,214
Total,12046 Cirat,2023,223
Total,12046 Cirat,2022,226
Total,12046 Cirat,2021,211
Total,12046 Cirat,2020,206
Total,12046 Cirat,2019,201
Total,12046 Cirat,2018,206
Total,12046 Cirat,2017,216
Total,12046 Cirat,2016,220
Total,12048 Cortes de Arenoso,2025,308
Total,12048 Cortes de Arenoso,2024,311
Total,12048 Cortes de Arenoso,2023,304
Total,12048 Cortes de Arenoso,2022,293
Total,12048 Cortes de Arenoso,2021,291
Total,12048 Cortes de Arenoso,2020,300
Total,12048 Cortes de Arenoso,2019,318
Total,12048 Cortes de Arenoso,2018,317
Total,12048 Cortes de Arenoso,2017,298
Total,12048 Cortes de Arenoso,2016,300
Total,12049 Costur,2025,511
Total,12049 Costur,2024,535
Total,12049 Costur,2023,535
Total,12049 Costur,2022,528
Total,12049 Costur,2021,531
Total,12049 Costur,2020,518
Total,12049 Costur,2019,524
Total,12049 Costur,2018,511
Total,12049 Costur,2017,532
Total,12049 Costur,2016,543
Total,"12050 Coves de Vinromà, les",2025,"1,888"
Total,"12050 Coves de Vinromà, les",2024,"1,865"
Total,"12050 Coves de Vinromà, les",2023,"1,831"
Total,"12050 Coves de Vinromà, les",2022,"1,791"
Total,"12050 Coves de Vinromà, les",2021,"1,792"
Total,"12050 Coves de Vinromà, les",2020,"1,806"
Total,"12050 Coves de Vinromà, les",2019,"1,823"
Total,"12050 Coves de Vinromà, les",2018,"1,822"
Total,"12050 Coves de Vinromà, les",2017,"1,836"
Total,"12050 Coves de Vinromà, les",2016,"1,870"
Total,12051 Culla,2025,503
Total,12051 Culla,2024,493
Total,12051 Culla,2023,480
Total,12051 Culla,2022,499
Total,12051 Culla,2021,510
Total,12051 Culla,2020,481
Total,12051 Culla,2019,495
Total,12051 Culla,2018,504
Total,12051 Culla,2017,516
Total,12051 Culla,2016,524
Total,12057 Eslida,2025,815
Total,12057 Eslida,2024,785
Total,12057 Eslida,2023,758
Total,12057 Eslida,2022,742
Total,12057 Eslida,2021,749
Total,12057 Eslida,2020,725
Total,12057 Eslida,2019,759
Total,12057 Eslida,2018,776
Total,12057 Eslida,2017,774
Total,12057 Eslida,2016,805
Total,12058 Espadilla,2025,101
Total,12058 Espadilla,2024,89
Total,12058 Espadilla,2023,90
Total,12058 Espadilla,2022,92
Total,12058 Espadilla,2021,84
Total,12058 Espadilla,2020,69
Total,12058 Espadilla,2019,71
Total,12058 Espadilla,2018,72
Total,12058 Espadilla,2017,73
Total,12058 Espadilla,2016,83
Total,12059 Fanzara,2025,295
Total,12059 Fanzara,2024,297
Total,12059 Fanzara,2023,294
Total,12059 Fanzara,2022,283
Total,12059 Fanzara,2021,273
Total,12059 Fanzara,2020,273
Total,12059 Fanzara,2019,267
Total,12059 Fanzara,2018,276
Total,12059 Fanzara,2017,272
Total,12059 Fanzara,2016,281
Total,12060 Figueroles,2025,525
Total,12060 Figueroles,2024,518
Total,12060 Figueroles,2023,518
Total,12060 Figueroles,2022,518
Total,12060 Figueroles,2021,531
Total,12060 Figueroles,2020,523
Total,12060 Figueroles,2019,523
Total,12060 Figueroles,2018,525
Total,12060 Figueroles,2017,537
Total,12060 Figueroles,2016,542
Total,12061 Forcall,2025,475
Total,12061 Forcall,2024,477
Total,12061 Forcall,2023,473
Total,12061 Forcall,2022,465
Total,12061 Forcall,2021,454
Total,12061 Forcall,2020,456
Total,12061 Forcall,2019,465
Total,12061 Forcall,2018,453
Total,12061 Forcall,2017,438
Total,12061 Forcall,2016,461
Total,12063 Fuente la Reina,2025,55
Total,12063 Fuente la Reina,2024,59
Total,12063 Fuente la Reina,2023,59
Total,12063 Fuente la Reina,2022,58
Total,12063 Fuente la Reina,2021,49
Total,12063 Fuente la Reina,2020,51
Total,12063 Fuente la Reina,2019,52
Total,12063 Fuente la Reina,2018,49
Total,12063 Fuente la Reina,2017,43
Total,12063 Fuente la Reina,2016,46
Total,12064 Fuentes de Ayódar,2025,98
Total,12064 Fuentes de Ayódar,2024,95
Total,12064 Fuentes de Ayódar,2023,98
Total,12064 Fuentes de Ayódar,2022,95
Total,12064 Fuentes de Ayódar,2021,93
Total,12064 Fuentes de Ayódar,2020,89
Total,12064 Fuentes de Ayódar,2019,87
Total,12064 Fuentes de Ayódar,2018,94
Total,12064 Fuentes de Ayódar,2017,106
Total,12064 Fuentes de Ayódar,2016,114
Total,12065 Gaibiel,2025,200
Total,12065 Gaibiel,2024,199
Total,12065 Gaibiel,2023,197
Total,12065 Gaibiel,2022,201
Total,12065 Gaibiel,2021,186
Total,12065 Gaibiel,2020,181
Total,12065 Gaibiel,2019,188
Total,12065 Gaibiel,2018,193
Total,12065 Gaibiel,2017,199
Total,12065 Gaibiel,2016,205
Total,12067 Geldo,2025,665
Total,12067 Geldo,2024,651
Total,12067 Geldo,2023,650
Total,12067 Geldo,2022,643
Total,12067 Geldo,2021,628
Total,12067 Geldo,2020,633
Total,12067 Geldo,2019,635
Total,12067 Geldo,2018,633
Total,12067 Geldo,2017,633
Total,12067 Geldo,2016,646
Total,12068 Herbers,2025,68
Total,12068 Herbers,2024,69
Total,12068 Herbers,2023,62
Total,12068 Herbers,2022,63
Total,12068 Herbers,2021,53
Total,12068 Herbers,2020,44
Total,12068 Herbers,2019,42
Total,12068 Herbers,2018,49
Total,12068 Herbers,2017,48
Total,12068 Herbers,2016,49
Total,12069 Higueras,2025,54
Total,12069 Higueras,2024,46
Total,12069 Higueras,2023,50
Total,12069 Higueras,2022,46
Total,12069 Higueras,2021,49
Total,12069 Higueras,2020,48
Total,12069 Higueras,2019,54
Total,12069 Higueras,2018,62
Total,12069 Higueras,2017,71
Total,12069 Higueras,2016,76
Total,"12070 Jana, la",2025,679
Total,"12070 Jana, la",2024,688
Total,"12070 Jana, la",2023,678
Total,"12070 Jana, la",2022,669
Total,"12070 Jana, la",2021,664
Total,"12070 Jana, la",2020,676
Total,"12070 Jana, la",2019,675
Total,"12070 Jana, la",2018,666
Total,"12070 Jana, la",2017,684
Total,"12070 Jana, la",2016,700
Total,12071 Jérica,2025,"1,764"
Total,12071 Jérica,2024,"1,726"
Total,12071 Jérica,2023,"1,794"
Total,12071 Jérica,2022,"1,655"
Total,12071 Jérica,2021,"1,650"
Total,12071 Jérica,2020,"1,559"
Total,12071 Jérica,2019,"1,548"
Total,12071 Jérica,2018,"1,553"
Total,12071 Jérica,2017,"1,550"
Total,12071 Jérica,2016,"1,574"
Total,"12074 Llosa, la",2025,"1,033"
Total,"12074 Llosa, la",2024,"1,042"
Total,"12074 Llosa, la",2023,"1,003"
Total,"12074 Llosa, la",2022,969
Total,"12074 Llosa, la",2021,983
Total,"12074 Llosa, la",2020,982
Total,"12074 Llosa, la",2019,951
Total,"12074 Llosa, la",2018,940
Total,"12074 Llosa, la",2017,973
Total,"12074 Llosa, la",2016,969
Total,12072 Llucena/Lucena del Cid,2025,"1,421"
Total,12072 Llucena/Lucena del Cid,2024,"1,420"
Total,12072 Llucena/Lucena del Cid,2023,"1,369"
Total,12072 Llucena/Lucena del Cid,2022,"1,325"
Total,12072 Llucena/Lucena del Cid,2021,"1,308"
Total,12072 Llucena/Lucena del Cid,2020,"1,315"
Total,12072 Llucena/Lucena del Cid,2019,"1,302"
Total,12072 Llucena/Lucena del Cid,2018,"1,319"
Total,12072 Llucena/Lucena del Cid,2017,"1,331"
Total,12072 Llucena/Lucena del Cid,2016,"1,372"
Total,12073 Ludiente,2025,162
Total,12073 Ludiente,2024,175
Total,12073 Ludiente,2023,155
Total,12073 Ludiente,2022,140
Total,12073 Ludiente,2021,155
Total,12073 Ludiente,2020,149
Total,12073 Ludiente,2019,141
Total,12073 Ludiente,2018,155
Total,12073 Ludiente,2017,160
Total,12073 Ludiente,2016,170
Total,"12075 Mata de Morella, la",2025,196
Total,"12075 Mata de Morella, la",2024,184
Total,"12075 Mata de Morella, la",2023,179
Total,"12075 Mata de Morella, la",2022,179
Total,"12075 Mata de Morella, la",2021,169
Total,"12075 Mata de Morella, la",2020,160
Total,"12075 Mata de Morella, la",2019,166
Total,"12075 Mata de Morella, la",2018,162
Total,"12075 Mata de Morella, la",2017,173
Total,"12075 Mata de Morella, la",2016,173
Total,12076 Matet,2025,94
Total,12076 Matet,2024,91
Total,12076 Matet,2023,84
Total,12076 Matet,2022,78
Total,12076 Matet,2021,73
Total,12076 Matet,2020,83
Total,12076 Matet,2019,84
Total,12076 Matet,2018,84
Total,12076 Matet,2017,86
Total,12076 Matet,2016,87
Total,12077 Moncofa,2025,"8,339"
Total,12077 Moncofa,2024,"8,011"
Total,12077 Moncofa,2023,"7,747"
Total,12077 Moncofa,2022,"7,338"
Total,12077 Moncofa,2021,"6,958"
Total,12077 Moncofa,2020,"6,707"
Total,12077 Moncofa,2019,"6,525"
Total,12077 Moncofa,2018,"6,278"
Total,12077 Moncofa,2017,"6,092"
Total,12077 Moncofa,2016,"6,181"
Total,12078 Montán,2025,429
Total,12078 Montán,2024,421
Total,12078 Montán,2023,399
Total,12078 Montán,2022,375
Total,12078 Montán,2021,365
Total,12078 Montán,2020,368
Total,12078 Montán,2019,370
Total,12078 Montán,2018,359
Total,12078 Montán,2017,365
Total,12078 Montán,2016,383
Total,12079 Montanejos,2025,649
Total,12079 Montanejos,2024,643
Total,12079 Montanejos,2023,603
Total,12079 Montanejos,2022,553
Total,12079 Montanejos,2021,544
Total,12079 Montanejos,2020,564
Total,12079 Montanejos,2019,572
Total,12079 Montanejos,2018,548
Total,12079 Montanejos,2017,502
Total,12079 Montanejos,2016,539
Total,12080 Morella,2025,"2,501"
Total,12080 Morella,2024,"2,494"
Total,12080 Morella,2023,"2,492"
Total,12080 Morella,2022,"2,475"
Total,12080 Morella,2021,"2,406"
Total,12080 Morella,2020,"2,416"
Total,12080 Morella,2019,"2,430"
Total,12080 Morella,2018,"2,437"
Total,12080 Morella,2017,"2,441"
Total,12080 Morella,2016,"2,504"
Total,12081 Navajas,2025,906
Total,12081 Navajas,2024,846
Total,12081 Navajas,2023,840
Total,12081 Navajas,2022,781
Total,12081 Navajas,2021,750
Total,12081 Navajas,2020,720
Total,12081 Navajas,2019,716
Total,12081 Navajas,2018,712
Total,12081 Navajas,2017,714
Total,12081 Navajas,2016,745
Total,12082 Nules,2025,"14,315"
Total,12082 Nules,2024,"14,062"
Total,12082 Nules,2023,"13,827"
Total,12082 Nules,2022,"13,449"
Total,12082 Nules,2021,"13,256"
Total,12082 Nules,2020,"13,236"
Total,12082 Nules,2019,"13,103"
Total,12082 Nules,2018,"13,170"
Total,12082 Nules,2017,"13,266"
Total,12082 Nules,2016,"13,305"
Total,12083 Olocau del Rey,2025,135
Total,12083 Olocau del Rey,2024,135
Total,12083 Olocau del Rey,2023,126
Total,12083 Olocau del Rey,2022,119
Total,12083 Olocau del Rey,2021,117
Total,12083 Olocau del Rey,2020,120
Total,12083 Olocau del Rey,2019,119
Total,12083 Olocau del Rey,2018,117
Total,12083 Olocau del Rey,2017,118
Total,12083 Olocau del Rey,2016,118
Total,12084 Onda,2025,"26,190"
Total,12084 Onda,2024,"25,817"
Total,12084 Onda,2023,"25,547"
Total,12084 Onda,2022,"25,099"
Total,12084 Onda,2021,"24,939"
Total,12084 Onda,2020,"24,980"
Total,12084 Onda,2019,"24,859"
Total,12084 Onda,2018,"24,850"
Total,12084 Onda,2017,"24,807"
Total,12084 Onda,2016,"24,856"
Total,12085 Orpesa/Oropesa del Mar,2025,"12,640"
Total,12085 Orpesa/Oropesa del Mar,2024,"11,785"
Total,12085 Orpesa/Oropesa del Mar,2023,"10,958"
Total,12085 Orpesa/Oropesa del Mar,2022,"10,184"
Total,12085 Orpesa/Oropesa del Mar,2021,"9,755"
Total,12085 Orpesa/Oropesa del Mar,2020,"9,339"
Total,12085 Orpesa/Oropesa del Mar,2019,"9,076"
Total,12085 Orpesa/Oropesa del Mar,2018,"8,830"
